"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31009217770000","Cattaraugus","Nucomer Energy, LLC","21777","00","00","GD","Lakeshore","AC","Silleman, C 7352","Leon","Medina","12","2950","0","0","2010"
"31013118660000","Chautauqua","Empire Energy E & P, LLC","11866","00","00","GD","Lakeshore","AC","Klubek 387","Chautauqua","Medina","12","1061","0","","2010"
"31013137110000","Chautauqua","Chautauqua Energy, Inc.","13711","00","00","GD","Lakeshore","NR","Yerico 1","Dunkirk City","Medina","1","200","0","0","2010"
"31003604990000","Allegany","Witter, Terry L.","60499","00","00","OD","Richburg","AC","Fox 3","Bolivar","Richburg","12","","3","1","2010"
"31003675130000","Allegany","Sturdevant, Walter B.","67513","00","00","OD","Richburg","UM","Sloan w18","Bolivar","Richburg","0","0","0","0","2010"
"31029192200000","Erie","GRR Mammoser Partnership","19220","00","00","GD","Brant-Eden","AC","Mooney 1","Eden","Medina","0","0","0","0","2010"
"31009217920000","Cattaraugus","Cal Ban Corp.","21792","00","00","OD","Five Mile","NR","Potter-Kinley cbp7","Olean","Chipmunk, Bradford 2nd & 3rd","10","22","2","22","2010"
"31003639850000","Allegany","Collins, Dave","63985","00","00","OD","Richburg","IN","Vincent 142","Scio","Richburg","0","0","0","0","2010"
"31003680100000","Allegany","Sturdevant, Walter B.","68010","00","00","IW","Richburg","UL","J&R Oil Lot 8 0112","Bolivar","Richburg","0","0","0","0","2010"
"31013247840000","Chautauqua","PPP Future Development Inc.","24784","00","00","GD","Lakeshore","AC","Marsh 7-516","Poland","Medina","12","8289","40","0","2010"
"31013120780000","Chautauqua","Empire Energy E & P, LLC","12078","00","00","GD","Lakeshore","AC","Vanrensselaer 1304","Hanover","Medina","12","1076","0","","2010"
"31029144340000","Erie","Rebilas, Mark","14434","00","00","GD","Buffalo Creek","AC","Rebilas 1","Marilla","Medina","0","0","0","0","2010"
"31029181360000","Erie","PPP Future Development Inc.","18136","00","00","GD","Cowlesville","IN","Schmidt A 1","Marilla","Medina","11","320","0","","2010"
"31009123820000","Cattaraugus","SWEPI LP","12382","00","00","OD","Bradford","PA","Enterprise Transit St 129","Allegany","Chipmunk, Bradford 2nd & 3rd","12","0","0","90","2010"
"31013183190000","Chautauqua","PPP Future Development Inc.","18319","00","00","GD","Lakeshore","AC","Steward 1","Ellington","Grimsby","12","894","0","","2010"
"31029187070000","Erie","Stedman Energy, Inc.","18707","00","00","GD","Brant-Eden","AC","Muscato, A 1","Brant","Medina","12","2112","0","0","2010"
"31003651630000","Allegany","Piedmont Resources Corporation","65163","00","00","OD","Ford's Brook","IN","Quaker q35","Alma","Richburg","12","0","0","1","2010"
"31003639720000","Allegany","Saint John Exploration & Production, Inc.","63972","00","00","OD","Richburg","IN","Trio Farm 49","Bolivar","Richburg","0","0","0","0","2010"
"31037195190000","Genesee","United States Gypsum Company","19519","00","00","GD","Huron Creek","AC","Doll 1","Pembroke","Medina","12","824","0","0","2010"
"31009221340000","Cattaraugus","Hydrocarbon Generation, Inc.","22134","00","00","OD","Chipmunk","AC","Benson p50","Allegany","Chipmunk","12","0","0","35","2010"
"31029200550000","Erie","Stedman Energy, Inc.","20055","00","00","GD","Brant-Eden","AC","Rigley 2","Eden","Medina","12","632","0","0","2010"
"31009222440000","Cattaraugus","Case Brothers Inc.","22244","00","00","OD","Chipmunk","AC","Case Stewart-Matson 30a","Carrollton","Chipmunk, Bradford 1st & 2nd","12","","15","124","2010"
"31101216150000","Steuben","Nathan Petroleum Corporation","21615","00","00","IW","Beech Hill-Independence","AC","Neuenschwander 32","West Union","Fulmer Valley","0","0","0","0","2010"
"31003676720000","Allegany","Collins Oil Co.","67672","00","00","OD","Richburg","IN","Coats 15","Wirt","Richburg","0","0","0","0","2010"
"31009067280000","Cattaraugus","Copper Ridge Oil, Inc.","06728","00","00","OD","Five Mile","AC","Schorman 30","Allegany","Bradford Third","4","","1","6","2010"
"31009217890000","Cattaraugus","Empire Energy E & P, LLC","21789","00","00","GD","Lakeshore","AC","Miller, L&R 6946","Leon","Medina","12","896","0","0","2010"
"31121208410000","Wyoming","United States Gypsum Company","20841","00","00","GD","Danley Corners","AC","Tys, C. 1","Bennington","Medina","12","624","0","0","2010"
"31003627330000","Allegany","Klein Oil & Logging","62733","00","00","OD","Beech Hill-Independence","AC","Austin-Bayard 7","Independence","Fulmer Valley","12","554","3","21","2010"
"31029203920000","Erie","Village of Depew","20392","00","00","GD","Alden-Lancaster","PA","Fee 1","Lancaster","Medina","0","0","0","0","2010"
"31013170110000","Chautauqua","PPP Future Development Inc.","17011","00","00","GD","Lakeshore","AC","Miller 6","Ellery","Medina","12","974","45","0","2010"
"31009053980000","Cattaraugus","Copper Ridge Oil, Inc.","05398","00","00","OD","Five Mile","PA","Lunn Stopfel & Place 13","Olean","Bradford","3","","2","45","2010"
"31009609840000","Cattaraugus","McCracken Oil & Gas, LLC","60984","00","00","OD","Chipmunk","AC","B/R 15","Allegany","Bradford & Chipmunk","11","","0","39","2010"
"31029016850000","Erie","Iroquois Gas Corp.","01685","00","00","GD","Alden-Lancaster","IN","None Specified","Lancaster","Medina","0","0","0","0","2010"
"31013120540000","Chautauqua","PPP Future Development Inc.","12054","00","00","GD","Lakeshore","SI","Fisher 1","North Harmony","Not Applicable","12","0","0","0","2010"
"31009220390000","Cattaraugus","Empire Energy E & P, LLC","22039","00","00","GD","Lakeshore","AC","Shetler, E 5","Dayton","Medina","8","761","0","0","2010"
"31013154780000","Chautauqua","Stedman Energy, Inc.","15478","00","00","GD","Lakeshore","AC","Keuhl","Chautauqua","Medina","5","183","0","0","2010"
"31037195270000","Genesee","Lenape Resources LLC","19527","00","00","GD","Bethany","AC","Fleming 2","Bethany","Medina","12","468","100","0","2010"
"31009182540000","Cattaraugus","Johnston Gas Service, Inc.","18254","00","00","GD","Lakeshore","AC","Winship-Johnston 1","Dayton","Medina","12","270","0","0","2010"
"31029221910000","Erie","Empire Energy E & P, LLC","22191","00","00","GD","Elma","AC","Davies; J 2","Elma","Medina","9","853","0","","2010"
"31003639820000","Allegany","McCracken, Cory","63982","00","00","OD","Scio","PA","Oak Hill Smith Farm 3","Amity","Scio","12","","0","33","2010"
"31009658590000","Cattaraugus","Thomas A Miller Oil Co.","65859","00","00","OD","Bradford","IN","McDivitt 77","Olean","Bradford","9","","0","21","2010"
"31009172800000","Cattaraugus","Empire Energy E & P, LLC","17280","00","00","GD","Lakeshore","AC","Chadwick 1","Conewango","Medina","12","1811","0","","2010"
"31009251680000","Cattaraugus","Dallas Energy, LLC","25168","00","00","OD","Chipmunk","AC","Johnson 17","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","600","0","247","2010"
"31009659340000","Cattaraugus","Reyrock Oil, LLC","65934","00","00","OD","Chipmunk","AC","Lauser 7","Allegany","Chipmunk","0","0","0","0","2010"
"31003657140000","Allegany","Pine Oil Co.","65714","00","00","IW","Richburg","IN","Pine Oil 127","Genesee","Richburg","0","0","0","0","2010"
"31009242110000","Cattaraugus","Pennhills Resources, LLC","24211","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-103","Allegany","Bradford & Chipmunk","12","602","578","260","2010"
"31009259110001","Cattaraugus","Pennhills Resources, LLC","25911","00","01","OD","Bradford","AC","Young 68","Olean","Upper Devonian","3","346","159","73","2010"
"31003226340000","Allegany","Klein Oil & Logging","22634","00","00","OD","Richburg","AC","Lot 53 K-13","Alma","Richburg","12","1","5","20","2010"
"31013249340002","Chautauqua","PPP Future Development Inc.","24934","00","02","GW","Lakeshore","AC","Renswick 2B","Pomfret","Medina","12","7795","115","0","2010"
"31029258890001","Erie","PPP Future Development Inc.","25889","00","01","GD","Concord","AC","Baker 1","Colden","Medina","1","23","100","0","2010"
"31003680040000","Allegany","Sturdevant, Walter B.","68004","00","00","OD","Richburg","UM","J&R Oil Lot 8 104","Bolivar","Richburg","0","0","0","0","2010"
"31121137270000","Wyoming","PPP Future Development Inc.","13727","00","00","GD","Java","AC","Kepp 1","Arcade","Medina","12","139","0","0","2010"
"31009138660000","Cattaraugus","AC Oil LLC","13866","00","00","OD","Bradford","AC","Evans 01","Carrollton","Chipmunk","12","","3","31","2010"
"31009551130000","Cattaraugus","McCracken Oil & Gas, LLC","55113","00","00","OD","Bradford","PA","McCray 14","Carrollton","Bradford","0","0","0","0","2010"
"31029636160000","Erie","National Fuel Gas Supply Corporation","63616","00","00","GD","North Collins","IN","Fee (Belscher) 1162","North Collins","Medina","0","0","0","0","2010"
"31003679460000","Allegany","Sturdevant, Walter B.","67946","00","00","OD","Richburg","UM","J&R Oil Lot 8 99","Bolivar","Richburg","0","0","0","0","2010"
"31029603140000","Erie","Empire Energy E & P, LLC","60314","00","00","GD","North Collins","AC","Broadway 691-I","North Collins","Onondaga","12","872","0","0","2010"
"31003697910000","Allegany","Hogan Energy, Inc.","69791","00","00","OD","Clarksville","PA","Burger 15","Clarksville","Not Applicable","0","0","0","0","2010"
"31013144700000","Chautauqua","Stedman Energy, Inc.","14470","00","00","GD","Lakeshore","AC","Campbell 2","Chautauqua","Medina","12","3769","0","0","2010"
"31013127430000","Chautauqua","Empire Energy E & P, LLC","12743","00","00","GD","Lakeshore","AC","Clarke,J 1","Westfield","Medina","6","819","0","","2010"
"31003655610000","Allegany","Clark, Ernest E. and Richard C.","65561","00","00","OD","Ford's Brook","IN","Hunt 8","Alma","Richburg","0","0","0","0","2010"
"31029603180000","Erie","Seneca Resources Corporation","60318","00","00","GD","Brant-Eden","PA","Krull 1364-I","Brant","Medina","12","1986","0","0","2010"
"31013244630000","Chautauqua","Empire Energy E & P, LLC","24463","00","00","GD","Lakeshore","AC","Chautauqua Heights #1","Chautauqua","Grimsby","12","3475","80","","2010"
"31029246710001","Erie","PPP Future Development Inc.","24671","00","01","GD","Lakeshore","AC","Glodek 1A","North Collins","Medina","12","8844","155","0","2010"
"31009646770000","Cattaraugus","Kellner, Christian F.","64677","00","00","OD","Bradford","IN","Utter Purchase 45","Allegany","Bradford","1","0","1","1","2010"
"31101230920000","Steuben","Nathan Petroleum Corporation","23092","00","00","OD","Beech Hill-Independence","AC","Edwards II 28","West Union","Fulmer Valley","12","257","2","42","2010"
"31003667170000","Allegany","Clark, Ralph","66717","00","00","OD","Richburg","IN","Clark 7","Genesee","Richburg","0","0","0","0","2010"
"31009622290000","Cattaraugus","M. J. McCaffery Oil Co.","62229","00","00","OD","Chipmunk","NR","Roggenbaum 20","Carrollton","Chipmunk","1","","0","1","2010"
"31121179970000","Wyoming","United States Gypsum Company","17997","00","00","GD","Danley Corners","PA","Topor 1","Bennington","Medina","11","116","0","0","2010"
"31009050020000","Cattaraugus","Thropp, Kevin F d/b/a Marilyns Motors","05002","00","00","OD","Five Mile","PA","Thropp 2","Olean","Bradford","6","","5","72","2010"
"31013148450000","Chautauqua","Chautauqua Energy, Inc.","14845","00","00","GD","Lakeshore","NR","D Thomas 1","Westfield","Medina","1","200","0","0","2010"
"31009258340001","Cattaraugus","Pennhills Resources, LLC","25834","00","01","OD","Bradford","AC","Young 19","Olean","Upper Devonian","3","108","163","120","2010"
"31099212410000","Seneca","Minard Run Oil Company","21241","00","00","GD","Fayette-Waterloo","AC","Saeli 982-1","Varick","Queenston","12","3739","0","0","2010"
"31009061770000","Cattaraugus","Copper Ridge Oil, Inc.","06177","00","00","OD","Five Mile","AC","Thropp 29","Allegany","Bradford","4","","1","6","2010"
"31003226050000","Allegany","PPP Future Development Inc.","22605","00","00","GD","Gordon Brook","IN","Windus 2","Amity","Oriskany","0","0","0","0","2010"
"31009277520000","Cattaraugus","Copper Ridge Oil, Inc.","27752","00","00","OD","Five Mile","AC","Trescott 2","Olean","Bradford","9","","32","623","2010"
"31011206370000","Cayuga","Minard Run Oil Company","20637","00","00","GD","West Auburn","AC","Klock Vincent 1052-4","Springport","Queenston","12","2070","0","0","2010"
"31003651750000","Allegany","Piedmont Resources Corporation","65175","00","00","OD","Ford's Brook","IN","Quaker q53","Alma","Richburg","12","0","0","1","2010"
"31003690080000","Allegany","Piedmont Resources Corporation","69008","00","00","OD","Ford's Brook","IN","Shear ow6","Alma","Richburg","0","0","0","0","2010"
"31013162260000","Chautauqua","Empire Energy E & P, LLC","16226","00","00","GD","Lakeshore","AC","NYSRA 11-1514","North Harmony","Grimsby","12","2943","40","","2010"
"31029035300000","Erie","Iroquois Gas Corp.","03530","00","00","GD","Orchard Park-Hamburg","PA","Abbot Seth Estate 1","Orchard Park","Medina","0","0","0","0","2010"
"31009093490000","Cattaraugus","Cal Ban Corp.","09349","00","00","OD","Five Mile","NR","Cash Kinley 18","Allegany","Bradford","12","14","1","14","2010"
"31003242700000","Allegany","Sam Koehler Enterprises, Inc.","24270","00","00","OD","Beech Hill-Independence","AC","Mervine 44","Independence","Fulmer Valley","12","727","14","61","2010"
"31013155170000","Chautauqua","Schmidt, John T., Jr.","15517","00","00","GD","Lakeshore","AC","Hopkins-Yerico 1","Sheridan","Medina","0","0","0","0","2010"
"31013212070000","Chautauqua","Empire Energy E & P, LLC","21207","00","00","GD","Lakeshore","AC","Walker, F 5","Poland","Medina","10","475","0","","2010"
"31013180020001","Chautauqua","PPP Future Development Inc.","18002","00","01","GD","Lakeshore","AC","Anderson, M.A. 1-Ny-0017A","Poland","Onondaga","0","0","0","","2010"
"31009235410000","Cattaraugus","McCracken Energy Services, LLC","23541","00","00","OD","Bradford","AC","Eakin Tract 3 Well 2","Carrollton","Bradford","12","663","0","213","2010"
"31009200450000","Cattaraugus","Vertical Energy, Inc.","20045","00","00","OD","Five Mile","AC","Potter, C. c-16","Allegany","Chipmunk","12","0","0","15","2010"
"31003659780000","Allegany","Collins, Dave","65978","00","00","OD","Richburg","IN","Emerson 3","Scio","Richburg","0","0","0","0","2010"
"31029193320000","Erie","Stedman Energy, Inc.","19332","00","00","GD","Brant-Eden","AC","Janik 1","Brant","Medina","12","592","0","0","2010"
"31029244710000","Erie","PPP Future Development Inc.","24471","00","00","GD","North Collins","AC","Powenski Unit 1","Collins","Medina","12","44688","0","0","2010"
"31011153770000","Cayuga","Minard Run Oil Company","15377","00","00","GD","West Auburn","AC","Staehr 2 (782-1)","Springport","Queenston","12","5774","0","0","2010"
"31003606130000","Allegany","Collins, Dave","60613","00","00","OD","Richburg","AC","Jones 026","Bolivar","Richburg","0","0","0","0","2010"
"31003661040000","Allegany","Plants and Goodwin, Inc.","66104","00","00","OD","Richburg","PA","Nelson 10","Wirt","Richburg","12","93","3","8","2010"
"31009220690000","Cattaraugus","Empire Energy E & P, LLC","22069","00","00","GD","Lakeshore","AC","Schwarz 3","New Albion","Medina","11","1016","0","","2010"
"31013197460000","Chautauqua","Empire Energy E & P, LLC","19746","00","00","GD","Lakeshore","AC","Stewart, R 4","Hanover","Medina","12","1558","0","","2010"
"31037196620000","Genesee","United States Gypsum Company","19662","00","00","GD","Huron Creek","AC","Schunk 5","Darien","Medina","12","765","0","0","2010"
"31013125360000","Chautauqua","PPP Future Development Inc.","12536","00","00","GD","Lakeshore","AC","Lent NY 19","Cherry Creek","Medina","12","1602","0","","2010"
"31029603030000","Erie","Pautler, Thomas","60303","00","00","GD","Alden-Lancaster","NR","Miles 1","Newstead","Medina","12","2141","0","0","2010"
"31009242440000","Cattaraugus","Pennhills Resources, LLC","24244","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-119","Allegany","Upper Devonian","12","602","577","260","2010"
"31003257640000","Allegany","PPP Future Development Inc.","25764","00","00","OD","Browning","PA","Air Preheater 2","Scio","Scio","0","0","0","0","2010"
"31009129080000","Cattaraugus","Case Brothers Inc.","12908","00","00","OD","Bradford","AC","Chipchop No W-34","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","","1","8","2010"
"31009661950000","Cattaraugus","Severtson, James C.","66195","00","00","OD","Chipmunk","IN","Homer 25","Allegany","Chipmunk","0","0","0","0","2010"
"31013155880000","Chautauqua","Empire Energy E & P, LLC","15588","00","00","GD","Lakeshore","AC","Johnson, H 1","Chautauqua","Medina","1","402","0","","2010"
"31121207280000","Wyoming","PPP Future Development Inc.","20728","00","00","GD","Chaffee-Arcade","AC","Spencer-Haley Unit 2","Arcade","Medina","12","670","0","0","2010"
